222|4305|1.5087911655957071|1.625
222|365|3.0|3.25
222|365|3.0|3.25
222|365|3.0|3.25
222|365|3.0|3.25
222|365|3.0|3.25
222|4306|4.082956254919747|3.8676470588235294
222|222|4.367714839352568|3.75
222|356|4.348358431949503|4.164133738601824
222|356|4.348358431949503|4.164133738601824
222|4306|4.082956254919747|3.8676470588235294
222|260|4.532224798969227|4.231075697211155
222|318|4.628804312145362|4.429022082018927
222|7153|4.15212040966575|4.118918918918919
222|1196|4.356318331891385|4.2156398104265405
222|4886|3.987945382194919|3.871212121212121
222|1210|4.1330973435899665|4.137755102040816
222|72998|3.714505780632368|3.6030927835051547
222|356|4.348358431949503|4.164133738601824
222|4306|4.082956254919747|3.8676470588235294
222|260|4.532224798969227|4.231075697211155
222|318|4.628804312145362|4.429022082018927
222|7153|4.15212040966575|4.118918918918919
222|1196|4.356318331891385|4.2156398104265405
222|4886|3.987945382194919|3.871212121212121
222|1210|4.1330973435899665|4.137755102040816
222|72998|3.714505780632368|3.6030927835051547
222|356|4.383040573014489|4.164133738601824
222|4306|3.9835332727705066|3.8676470588235294
222|260|4.465730804869853|4.231075697211155
222|318|4.624481199389965|4.429022082018927
222|7153|3.948676580415778|4.118918918918919
222|1196|4.3460679673319085|4.2156398104265405
222|4886|3.989055106434472|3.871212121212121
222|1210|4.163721229345687|4.137755102040816
222|72998|3.45437903755654|3.6030927835051547
222|356|4.383040573014489|4.164133738601824
222|4306|3.9835332727705066|3.8676470588235294
222|260|4.465730804869853|4.231075697211155
222|318|4.624481199389965|4.429022082018927
222|7153|3.948676580415778|4.118918918918919
222|1196|4.3460679673319085|4.2156398104265405
222|4886|3.989055106434472|3.871212121212121
222|1210|4.163721229345687|4.137755102040816
222|72998|3.45437903755654|3.6030927835051547
